C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_54_471.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_54_471.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_54_471.jpg, 0, 0, 0, 7.819883E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_54_576.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_54_576.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_54_576.jpg, 0, 0, 0, 8.068598E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_54_689.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_54_689.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_54_689.jpg, 0, 0, 0, 7.750079E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_54_794.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_54_794.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_54_794.jpg, 0, 0, 0, 7.827648E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_54_901.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_54_901.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_54_901.jpg, 0, 0, 0, 8.05368E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_010.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_010.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_010.jpg, 0, 0, 0, 8.198372E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_112.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_112.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_112.jpg, 0, 0, 0, 8.415038E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_217.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_217.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_217.jpg, 0, 0, 0, 7.98011E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_324.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_324.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_324.jpg, 0, 0, 0, 8.040241E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_426.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_426.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_426.jpg, 0, 0, 0, 7.862052E-05
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_529.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_529.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_529.jpg, 0, 0.3067719, 0, 0.2517557
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_633.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_633.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_633.jpg, 0, 0.578298, 0, 0.814583
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_743.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_743.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_743.jpg, 0, 0.9502494, 0, 2.028332
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_850.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_850.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_850.jpg, 0, 1, 0, 3.205209
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_55_958.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_55_958.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_55_958.jpg, 0, 1, 0, 4.38089
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_068.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_068.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_068.jpg, 0, 1, 0, 5.773901
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_176.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_176.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_176.jpg, -0.2808918, 1, 0, 6.900939
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_285.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_285.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_285.jpg, -0.6496722, 1, 0, 8.169092
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_385.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_385.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_385.jpg, -0.3471438, 1, 0, 9.302912
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_494.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_494.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_494.jpg, -0.06672357, 1, 0, 10.40998
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_610.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_610.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_610.jpg, 0, 1, 0, 11.55994
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_711.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_711.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_711.jpg, 0, 1, 0, 12.78391
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_820.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_820.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_820.jpg, 0, 1, 0, 14.1086
C:\Users\lch99\Desktop\Data\IMG\center_2021_03_06_02_42_56_932.jpg, C:\Users\lch99\Desktop\Data\IMG\left_2021_03_06_02_42_56_932.jpg, C:\Users\lch99\Desktop\Data\IMG\right_2021_03_06_02_42_56_932.jpg, 0, 1, 0, 15.14419
